m,s,min_svd_list,max_svd_list,avg_time
700,50,"[0.629847145772925, 0.635632390862696, 0.642168280980705, 0.6289351812594214, 0.6335353540628225, 0.637244900699244, 0.6213907580154561, 0.6426107145546228, 0.624870275898799, 0.6281428894764566, 0.6354251835179695, 0.6370032244774845, 0.6424386225575145, 0.6190898389898777, 0.6298044643006604, 0.6344195334093863, 0.641322194879849, 0.6464544733942901, 0.643517468889458, 0.647998666599801]","[1.3488094363936023, 1.355821814283909, 1.3918475029423372, 1.3543074656179723, 1.3636515893571322, 1.3505767886680409, 1.3544286453419057, 1.3445924129878681, 1.3555611094668665, 1.3744557304017775, 1.3601998540712203, 1.3671102553457062, 1.3682686276482183, 1.3579160106118773, 1.368670547810326, 1.3810081490016508, 1.3687632245748402, 1.3657524472591158, 1.3657858775797411, 1.3736399529069816]",0.10637658834457397
700,55,"[0.6327726541981596, 0.6263296947639572, 0.643333379953246, 0.6376120602844205, 0.630604081944174, 0.6375394197214501, 0.6300441601655735, 0.6321711921771309, 0.6260598580295078, 0.6409582392299379, 0.6340181699752033, 0.6297836135248976, 0.6266300805759265, 0.6359056028021742, 0.6303529535208173, 0.6271857653984383, 0.63782948526311, 0.6401594660523016, 0.6211609068119274, 0.6293828507938501]","[1.3745830594456268, 1.3640664362862742, 1.3691740217885053, 1.3761455126781805, 1.359656193971786, 1.3577809614707033, 1.3756982607093453, 1.37147695758105, 1.365516693284214, 1.381068267372694, 1.353333890581991, 1.3638669265633736, 1.3816256363136044, 1.3753026033259006, 1.3631215412079336, 1.3510476564334823, 1.359105540587162, 1.3649502571818377, 1.3801053987345986, 1.3591407619716813]",0.09946086406707763
700,60,"[0.6384468330682237, 0.6228175749318048, 0.6364534913060833, 0.6559530661880804, 0.6479819035819367, 0.6188888441263225, 0.6180991290046871, 0.6449250864677817, 0.6219577873499788, 0.6308668975904514, 0.6193883612473167, 0.6160004853601581, 0.6465307093601, 0.6256059575772892, 0.6272804828489655, 0.6417110441081393, 0.6399264243283226, 0.6310516212400569, 0.6328420052309807, 0.6206354855145083]","[1.3642626872398427, 1.354715752699707, 1.340894958314552, 1.3930870927971266, 1.3617159849441418, 1.3586457177676354, 1.3597428179190671, 1.3663652856353257, 1.3621276682635068, 1.3547176372318361, 1.3586402516768536, 1.3682908421685374, 1.3634075026368295, 1.3627368849630628, 1.3525652554001608, 1.3679616236476513, 1.353562365899152, 1.3623908390495902, 1.3837846224989996, 1.3596734998716564]",0.08914276361465454
700,65,"[0.6166860116856782, 0.6240984550495052, 0.6356216504216828, 0.6178939786801717, 0.6129608666124279, 0.6359264077311189, 0.6211488693752614, 0.6234821206306297, 0.6234195285036471, 0.5949494234648027, 0.6306625818799005, 0.617995036731349, 0.6174102246079233, 0.6269530739716093, 0.6386456239499821, 0.6379410976835994, 0.6344532480891224, 0.6302304961517284, 0.6388612024822221, 0.6413154774531937]","[1.3382186553429325, 1.3581003235800095, 1.3587312522799824, 1.3656632882451585, 1.341779377084846, 1.3720185703588965, 1.3656831704805463, 1.3616007943999933, 1.362586214961769, 1.346092965144058, 1.3610435949811404, 1.3570253740844385, 1.386315976837829, 1.3730702538684152, 1.3621333860429465, 1.3705498919026626, 1.392183494108636, 1.3668599784172124, 1.3736088161550568, 1.3830392462070387]",0.09482793807983399
700,70,"[0.6481843760994206, 0.613705160677484, 0.6246169799290747, 0.6327149477519457, 0.6337861405829315, 0.6409324989094546, 0.6312978256255325, 0.6345962953384104, 0.6267001888951669, 0.6377616802284374, 0.6256988572438081, 0.6403464216428081, 0.6225128825885793, 0.6325623337172122, 0.6195671117228467, 0.6184189356271462, 0.6333113061950674, 0.6282599064287877, 0.6438404613089596, 0.6299106824366635]","[1.3654840164039799, 1.3607906392117979, 1.3449209317501116, 1.3756345325858244, 1.3483118955606237, 1.3440909373194598, 1.3559514265634718, 1.3858672603321203, 1.351595213814554, 1.37529282421084, 1.3527839982258576, 1.355653552417754, 1.372236642197173, 1.3657147710005912, 1.3636720657066257, 1.3613332684110002, 1.372930832289456, 1.354883161487355, 1.3681987162219211, 1.365737768858429]",0.09014675617218018
700,75,"[0.624064627465607, 0.6321601784507329, 0.6550676621556392, 0.6514245559206056, 0.629173227566199, 0.6385787099288337, 0.6295874811341592, 0.6369790774542633, 0.6371512703305356, 0.6391195719706553, 0.6368656211165117, 0.6290975667491725, 0.6403422449523309, 0.6417200014577953, 0.6249693882869851, 0.6172903979234787, 0.6424643667028083, 0.6280592009622178, 0.639726046509525, 0.6467040719455664]","[1.3702815942246713, 1.361115709223147, 1.354249620739812, 1.3649838310184896, 1.3661521348836299, 1.377755637360504, 1.362974876311159, 1.36025367987906, 1.375121139161009, 1.3747730365988535, 1.3764774247047018, 1.356225244328534, 1.3646572008594458, 1.3581752055266667, 1.3736720131567821, 1.3513909697632998, 1.358341471199623, 1.3610222269246965, 1.37438744125038, 1.352874799008189]",0.09311221837997437
700,80,"[0.6181822393042078, 0.6311051320809066, 0.6200812717096984, 0.6394390158193821, 0.6110667710246409, 0.6202004335456063, 0.6214137964913092, 0.64574547822059, 0.6216567154994624, 0.6411976360000583, 0.6094004856900009, 0.6330986296350773, 0.6171913739778525, 0.6316659882889605, 0.6271416555133353, 0.6421131369168628, 0.6315143147029685, 0.6295113887040702, 0.6359758538719449, 0.6200505627747906]","[1.3581752457144418, 1.350059044678801, 1.3693755595629187, 1.3793927022116799, 1.363861049728246, 1.3720286845447132, 1.3650863304294882, 1.3656796355137262, 1.3597716784725422, 1.3568145208449003, 1.3547957428400865, 1.3610552317540379, 1.3533740104449998, 1.3663922873436354, 1.366500706652922, 1.3550445274687803, 1.355881536924125, 1.3953059617310521, 1.3653860524638113, 1.3613975549392479]",0.09190443754196168
700,85,"[0.6381023056803315, 0.6325634184073544, 0.6313943422646907, 0.6414172000756768, 0.6310513938905336, 0.644590550206742, 0.6226223720340883, 0.6388454513042368, 0.6304910454125706, 0.6409259098833574, 0.624818573277687, 0.6231786169434896, 0.6381158153870629, 0.6325719953382252, 0.6408936160794692, 0.6499566308955713, 0.6375831517994054, 0.6253856790719918, 0.6527108752011049, 0.6135701443301668]","[1.38065195448488, 1.3691130861696288, 1.35601776616677, 1.3701609667840764, 1.3606964743369436, 1.3610512336693725, 1.3581874044852067, 1.347810782250287, 1.3707372660559047, 1.328864812762717, 1.3394826645225761, 1.379015984859826, 1.3612170657292129, 1.3635343410823697, 1.3717292276551882, 1.366274071736702, 1.376353002308639, 1.3652675982604547, 1.3766005545517845, 1.370087280452819]",0.09337108135223389
700,90,"[0.6228574689440808, 0.6285546039651593, 0.6221442682568162, 0.634126269282079, 0.6439219415666066, 0.6248856574118908, 0.6270766898486989, 0.6296171348731318, 0.6418437733415733, 0.6328835359371374, 0.6247542838595356, 0.6241836119640889, 0.6211485598298557, 0.6465535661234447, 0.6196886052711158, 0.5953600267419805, 0.6365487431365275, 0.6294358724709648, 0.639285816954196, 0.6219880298470533]","[1.362442642792742, 1.3652082251120337, 1.3709410285559909, 1.3768901386122696, 1.3621151614542277, 1.343607514029662, 1.3517634456821797, 1.3611418699733435, 1.3699532799526033, 1.3833674653249943, 1.3614005336667045, 1.359375371688366, 1.3920326465338795, 1.3640045764270297, 1.3510792206789124, 1.354414604518985, 1.3691538765534488, 1.3681518976826719, 1.3477006337503532, 1.3774199334689328]",0.09415473937988281
700,95,"[0.6301112335568786, 0.6137439040008371, 0.6212088478455444, 0.6267202003582704, 0.6354653299811315, 0.6293520572211431, 0.6338651557747419, 0.6367167971994869, 0.6411640439358102, 0.6250934648722423, 0.6396380014520385, 0.6246420444088535, 0.641962553510324, 0.6336759243630509, 0.6337880251550185, 0.6422217544534293, 0.6126613803668718, 0.6412146760032336, 0.6393493194238196, 0.642342442730228]","[1.3716836469906128, 1.3789780515887005, 1.3811095795819543, 1.3560073798819692, 1.3473586319791522, 1.3632347262535671, 1.3542276109447924, 1.3577187956790957, 1.3845729454772102, 1.3548778774320513, 1.382397817348944, 1.3806494560953728, 1.3438962788095892, 1.3632972992215353, 1.3774446273809258, 1.3578890140736732, 1.3524773180463259, 1.3591118873763046, 1.3698960081881024, 1.359915714840452]",0.09565525054931641
700,100,"[0.6223258906773635, 0.6412847415468828, 0.6362107904671168, 0.6203819387218761, 0.6358821594305453, 0.620647515810559, 0.6339016864478727, 0.6384167535200512, 0.629466965769508, 0.619967376918655, 0.6328982525266436, 0.655646949228062, 0.6246660724680396, 0.6383405742125373, 0.6454087143412117, 0.6367123679943737, 0.6514249101092268, 0.6300179491648048, 0.6292054050811252, 0.6324185752853596]","[1.3759298503912485, 1.3495459826969807, 1.3725153176183391, 1.3711229231295563, 1.3765176409570723, 1.392942636350854, 1.3564073431011467, 1.3844727066170885, 1.3649149383271364, 1.366336346713846, 1.37502920134408, 1.3665314715497086, 1.3794451544659625, 1.3616639142434752, 1.3756977874342682, 1.380352752375918, 1.3570766041211388, 1.3539278198519473, 1.3597678033749434, 1.3514291300881798]",0.09504822492599488
700,105,"[0.6289113026452253, 0.6340725863791412, 0.638630794959103, 0.6391718425990641, 0.6340201920056132, 0.6313597181867218, 0.6170067666144756, 0.645721053204721, 0.6372014581129815, 0.638588906152007, 0.6291670221666491, 0.6433476903442384, 0.6327282011435983, 0.6253569363770314, 0.6194350995610688, 0.6338632097542602, 0.6324307482804815, 0.6307320537305936, 0.6384928933720347, 0.6443295504368393]","[1.3492849417672432, 1.3907460115170112, 1.3865410682226247, 1.3669577072126216, 1.3516916051487886, 1.3746294081212471, 1.3571772698707372, 1.3483024066562173, 1.3621143078840074, 1.3654840534869768, 1.3589084378856913, 1.3599565588115783, 1.3971546175737852, 1.381460308212917, 1.3468437197122858, 1.3642866289173092, 1.4025525375986858, 1.3685829026493077, 1.3674539440975855, 1.3433705551802466]",0.09892101287841797
700,110,"[0.6382140512226168, 0.6288886446940992, 0.6247713750500323, 0.6408740353885477, 0.6272355467427956, 0.6336832952294216, 0.616112759630152, 0.6456610221216686, 0.625398860661951, 0.6386701172890052, 0.6425467863831248, 0.6303340944968581, 0.6434031684757421, 0.6279143088581418, 0.6521149482694071, 0.6356301815715992, 0.6375427891116263, 0.6263374855367921, 0.6423540222732754, 0.6151720786154034]","[1.3572353410916058, 1.3672835423523277, 1.3724969799178566, 1.3686530399044636, 1.3611607084963466, 1.3681312876141813, 1.3638148533701746, 1.3517250451779539, 1.3505483574348252, 1.3708434356342634, 1.3828864193868817, 1.3621812415076442, 1.3699191048664205, 1.3603397429509638, 1.3543267945978505, 1.3757778711699362, 1.3667621460640158, 1.3695043499551953, 1.3490126674028722, 1.3704506288426797]",0.09847288131713867
700,115,"[0.6295561839818373, 0.6372186250907953, 0.6288937618373875, 0.6178044771359658, 0.6423735691258432, 0.6424052081951599, 0.648528020807397, 0.6193168861629023, 0.629802232534095, 0.6110184221469149, 0.6431279608266962, 0.6271844908433516, 0.6216267666665798, 0.6527707423952113, 0.6523661630805924, 0.6257927265806695, 0.6244990738194046, 0.6190863342752937, 0.6303584542660985, 0.6492739801563642]","[1.369332673488256, 1.3578367443755914, 1.3578961103382974, 1.3623565033962806, 1.3800731083387419, 1.3612733985185381, 1.3599784682449843, 1.3729703666077213, 1.3563429125133686, 1.3873299442291196, 1.3702608063574717, 1.376122748344764, 1.398005864359388, 1.374822749409363, 1.3760913185479848, 1.3378445522344438, 1.3815073648784137, 1.3836190151339813, 1.3863584450810393, 1.3418077361196707]",0.10084391832351684
700,120,"[0.6395699624456002, 0.624322086928841, 0.6233536488157271, 0.6457105192754446, 0.6241038350904481, 0.6360611928390554, 0.6199319787997746, 0.6355975655281398, 0.6187492288741124, 0.6463093035242119, 0.6423013716886165, 0.6263478144391803, 0.6377912296434629, 0.6240989440661714, 0.6273390117908975, 0.6153346814533559, 0.6311309502572555, 0.6278944795876524, 0.6350302155490293, 0.6228586558187215]","[1.3484088543503945, 1.3555685066533167, 1.3597491779518882, 1.3702599175584917, 1.3557455797892843, 1.3531411298861813, 1.3603778518570515, 1.358209434704083, 1.3509876897897997, 1.3411292686848149, 1.3607717418417793, 1.3828987726897748, 1.3487803723036573, 1.3716511861765293, 1.3427793317471162, 1.3725648300177404, 1.3641887294375725, 1.3624387472615784, 1.3585341298188283, 1.37397511678444]",0.10272886753082275
700,125,"[0.6268400837071713, 0.6404528440295801, 0.6321416180465176, 0.6310676337703809, 0.6193888502166139, 0.6322489948291042, 0.6407117583589582, 0.6355162604010957, 0.6308786311496422, 0.6457586101826699, 0.6179278180949221, 0.6224830245288964, 0.6236646139126832, 0.6235598935333436, 0.6379681911590984, 0.6415426094814456, 0.632267034700344, 0.628743062119518, 0.6157085927595499, 0.6278769215272072]","[1.3561585063282642, 1.347602585256601, 1.3647145682813424, 1.3583039985267662, 1.3794540679667966, 1.3829637456073685, 1.3731232583121533, 1.3592662462648377, 1.3622931040631698, 1.3524496412875393, 1.3626010642695456, 1.3589726344425646, 1.3745105811464338, 1.373074555166334, 1.3583200307891639, 1.3608519394031793, 1.3466690531281285, 1.3610531563064134, 1.3523360329035465, 1.3704972930025645]",0.10340956449508668
700,130,"[0.6219517367490476, 0.6343177994354929, 0.638449354395964, 0.6390470609177463, 0.635163283946903, 0.625465222412652, 0.6419313037487352, 0.6533129244018475, 0.6291593118908095, 0.6436548645308634, 0.6287614428497861, 0.6215298091334146, 0.6350389156293531, 0.6418623410185158, 0.6269671853046123, 0.6383624825906347, 0.6386197075120389, 0.6394656846984675, 0.6291671301440661, 0.6311278166851758]","[1.3634224308906973, 1.3672448495310165, 1.3766202233273335, 1.3528112575610016, 1.3476379086508905, 1.378009139176718, 1.3570752811496127, 1.3414906719134645, 1.36497565124488, 1.3520222918096547, 1.3610010462694744, 1.3442043081874586, 1.3572928676876852, 1.3541853333391256, 1.371857546914585, 1.3644561827480213, 1.355480931951254, 1.3507190877692028, 1.3771927939818622, 1.3705116061813194]",0.10470257997512818
700,135,"[0.6292317092153281, 0.6262470068053254, 0.6219441226576, 0.6239814987932827, 0.6278307224232621, 0.6389073253531633, 0.6383625593317382, 0.6370379380653018, 0.6379277562594294, 0.642436398488182, 0.6307787456192236, 0.6361617584056455, 0.6358574564472285, 0.6294555650899879, 0.6180971990708989, 0.6387999024214706, 0.6151705997061659, 0.6158171435844232, 0.643663295530904, 0.6439091498296621]","[1.3826905027425753, 1.372031285784641, 1.3567496814959685, 1.3672090689014798, 1.3774082851543574, 1.3554453457511648, 1.3684729473738826, 1.3500042232891378, 1.3558885188691987, 1.3424393701915927, 1.3690973514723839, 1.3716541741224295, 1.3512987973167003, 1.3681364585430198, 1.3621673120641373, 1.3696859808691244, 1.3569413948607119, 1.3587974839921673, 1.3463079940991147, 1.3698693833471165]",0.10272895097732544
700,140,"[0.644092577001214, 0.6326385155011051, 0.634712513944277, 0.6146693889883859, 0.627007144488253, 0.6456684238014849, 0.6273806174123732, 0.6280930304295483, 0.6406206181692592, 0.6255857707429533, 0.641976157562775, 0.6211041053730687, 0.6221724536524429, 0.6400311110845488, 0.6168716174590482, 0.6315647950467572, 0.6401478026329751, 0.6269494157047145, 0.6368001720660201, 0.6387537817398656]","[1.37068412956141, 1.3686920317993434, 1.3657290037413252, 1.343122154308055, 1.3645560471551392, 1.364018659403381, 1.3555173042091782, 1.3639040544521035, 1.3452183466122256, 1.3479006813135257, 1.3825983147921221, 1.3629584331975686, 1.3631499250638215, 1.3509067408146243, 1.356812356936615, 1.360293376309155, 1.3728106202753447, 1.3788836640188482, 1.3598834503183848, 1.3485993853720715]",0.10296412706375122
700,145,"[0.6254505185451662, 0.6258916879072416, 0.6312285989358799, 0.6180344010970544, 0.639014261987842, 0.6241336248593473, 0.6097478158252017, 0.6383999171093824, 0.6243223125464109, 0.6249424356738001, 0.6484119232778105, 0.6244404608340841, 0.6336751958675558, 0.6442344842474174, 0.6251280599461619, 0.635240711570537, 0.6319084588561813, 0.624957670436618, 0.6329704868643543, 0.6342086129646782]","[1.372106193840891, 1.3674280653748907, 1.379986807146076, 1.356900492124923, 1.3629729470270437, 1.3610666919791183, 1.3581654110934938, 1.3650144054231401, 1.365497094453731, 1.350166213652039, 1.3454314543563022, 1.3475322370109752, 1.3640436836222887, 1.3860254705039379, 1.366219934936259, 1.3537675059795375, 1.3576158183038387, 1.3582109445168293, 1.3653271334789387, 1.354768872919447]",0.10443240404129028
700,150,"[0.6279034755260573, 0.6498392883511558, 0.6327732898864806, 0.6265877762368618, 0.6214448285830205, 0.6303567927094188, 0.6325159348245939, 0.6396202098633955, 0.6307286890655341, 0.643004325832111, 0.6383997186341195, 0.6298833667790057, 0.6365125281920154, 0.6314790604108999, 0.6374151716431846, 0.6265288576500929, 0.6343144911990519, 0.6330433798484015, 0.620210432884849, 0.6471217144365711]","[1.3625684955808144, 1.3741415457650663, 1.3934582940635218, 1.3361666017852245, 1.3622544174859004, 1.3446330462834835, 1.3723381601505595, 1.3533584844305777, 1.3808178133554796, 1.359408936516844, 1.3607648505307808, 1.3655533351165647, 1.363667533678851, 1.364927456123064, 1.353871978360615, 1.3766600159309987, 1.3665853322870563, 1.3834042465142569, 1.3659811477875639, 1.3651004169036762]",0.10673315525054931
700,155,"[0.6358247316482395, 0.6350948553811423, 0.6316640693851656, 0.6336569885997241, 0.6350588640851844, 0.6442748368102653, 0.616503600689838, 0.639710273192922, 0.6375105692368211, 0.6437258088005339, 0.6458323364439972, 0.6371334798521225, 0.6367357762164776, 0.6386379196106085, 0.6437790737632981, 0.6324885755347442, 0.6324393349194202, 0.6323879512364721, 0.64304514568739, 0.6375715225950591]","[1.3572444313641931, 1.3477330489020838, 1.3845069176611629, 1.361770251842013, 1.3570442177891073, 1.354581487957949, 1.3678553508419338, 1.3674226675564538, 1.3861722304179727, 1.369224509241652, 1.379750742857124, 1.3676957846391058, 1.3770132654104357, 1.3658877773423324, 1.3681467431916883, 1.3460502342414429, 1.362695282384911, 1.3701884794039483, 1.3583809565519476, 1.3524313374327026]",0.11244194507598877
700,160,"[0.6295468493520807, 0.6152466347863814, 0.6375883437427708, 0.6073200262839156, 0.6436320394952935, 0.6408677934570651, 0.6331230002089032, 0.6359293292419773, 0.6205968779977498, 0.6367932970885368, 0.6227185237511832, 0.6419779424161102, 0.6247454999974943, 0.6342341069929572, 0.6312787297222026, 0.6310649367351966, 0.6186285087052626, 0.6434163588188453, 0.6407355596368873, 0.6305342492751954]","[1.366833282634832, 1.369745539253233, 1.3949156101306979, 1.3686551481997562, 1.3912172040662159, 1.3699562908079232, 1.3672409562694496, 1.3547372609212127, 1.3611726928158443, 1.359162507928041, 1.3779367764446864, 1.3595978936130806, 1.3711087535875135, 1.381953463672432, 1.3842231377660572, 1.3577198611890058, 1.3614969949178366, 1.3627272420328185, 1.3570910523693704, 1.3551695259606102]",0.1092265248298645
700,165,"[0.6299141442149326, 0.6266806000484034, 0.6472616925931317, 0.6405788372717285, 0.6427549555120694, 0.6206349970061031, 0.6301874735995662, 0.6335811822365585, 0.6379711985919584, 0.6198300485384604, 0.6473867101739753, 0.6269631017621798, 0.6303758023091093, 0.6395529475694322, 0.6194807062819095, 0.624550911304376, 0.6446531995580485, 0.6208253065206508, 0.6288676567931538, 0.6089042902819405]","[1.3644656580101222, 1.3594566278577966, 1.393616889807268, 1.361463035576352, 1.366676299147306, 1.3701547032555133, 1.3592233165874075, 1.3680049142734847, 1.3633031344188766, 1.3807381635040392, 1.3634220896922142, 1.3465183554144293, 1.3625617933808039, 1.3755037809941548, 1.3710913335169215, 1.3864448839104144, 1.345293809447523, 1.3929364782247964, 1.3261389906960177, 1.366922968733454]",0.10970984697341919
700,170,"[0.6366147394593182, 0.6153901967195955, 0.64046725134671, 0.6082768986133474, 0.6168191138130829, 0.6334442921951096, 0.6257445152077253, 0.6398236207904243, 0.6353923545493677, 0.6442608335517537, 0.6372835971826781, 0.6452242040426284, 0.6377726146347938, 0.6205610557335188, 0.6056791710007192, 0.6160827426392186, 0.636510669731433, 0.6252665252648323, 0.6278098932632973, 0.612853493401049]","[1.378875257183575, 1.3760852845759586, 1.349322375234467, 1.3600034458567833, 1.3700831316174018, 1.3812701922841977, 1.3884504626020335, 1.3629582526086086, 1.346192358300712, 1.3676510158621642, 1.362196992947529, 1.353816138740571, 1.3613411345643194, 1.3779195842802436, 1.373527288702751, 1.3724486164446228, 1.3562083052124991, 1.3590458723475536, 1.387177342463907, 1.365268608696534]",0.11016831398010254
700,175,"[0.6248797642068321, 0.6327965234293739, 0.6442752416748948, 0.6223042482391083, 0.6374728185596114, 0.6404539161098428, 0.6278183394769362, 0.6131950001011858, 0.629832516376442, 0.6489260706057669, 0.6234779483249243, 0.6355239148418662, 0.6290408474026158, 0.637598435305029, 0.6437186518452217, 0.6292074866459646, 0.6334736259586765, 0.6300781854035685, 0.6396529374451728, 0.6338953480394172]","[1.3608336661745624, 1.3633364096700578, 1.3575610570236232, 1.3515530175199217, 1.3731762333897506, 1.3729739236644962, 1.3418678020646417, 1.3586565359783478, 1.3712439688218063, 1.366049926819481, 1.3745859885528686, 1.3668219947298408, 1.3660397524062196, 1.3473135700393202, 1.3714539966406296, 1.369358394033317, 1.3600399246284673, 1.34623736993199, 1.3384137032723316, 1.384851015712377]",0.1090307354927063
700,180,"[0.6218237182049472, 0.6225882684027813, 0.6358441775256096, 0.6330385540112884, 0.6447032420227465, 0.6286833347572768, 0.6353945662825969, 0.6175909132878432, 0.6364869037489927, 0.6196306190553807, 0.647711229002459, 0.6415485698287123, 0.6446710940302687, 0.6594797397370228, 0.6262396742243713, 0.6321281567931099, 0.6339962316632787, 0.6132830916144577, 0.6079511381320555, 0.6418745119461486]","[1.3755829541987865, 1.3605534615932917, 1.3686712452770604, 1.3571695686929304, 1.3776079056880681, 1.3694540581781183, 1.375274317527295, 1.377041613541703, 1.3733655085341825, 1.3521275012095906, 1.3423722808668859, 1.3611944988603157, 1.3779232263759846, 1.3531596990624322, 1.3844186875248161, 1.3657125642497578, 1.353450395188696, 1.3481516029106606, 1.3642023046366094, 1.3498048954284014]",0.11506218910217285
700,185,"[0.6300011094426995, 0.6450684944668182, 0.639194563072502, 0.6262803180938681, 0.6327451111715454, 0.644472358992804, 0.6438568486739213, 0.6237124765586707, 0.6324436865206916, 0.6410848807218588, 0.6313495590654069, 0.616393466571501, 0.6297595613001835, 0.6147282959798592, 0.6231901970780277, 0.6427426628103233, 0.6386136380787324, 0.631478911389171, 0.6351914505626449, 0.6382416186644579]","[1.3709245647460004, 1.3528961720455368, 1.3878310346591358, 1.3434734912406596, 1.3637136156192748, 1.3770440962639525, 1.3907208577129897, 1.359602837697311, 1.373622183534076, 1.3487788641010894, 1.35679810416669, 1.365507961167841, 1.3762127295568924, 1.3783735808606432, 1.3479751929316863, 1.3653486625369289, 1.3607815971575359, 1.3745927940608629, 1.3563256054265513, 1.3832394421494907]",0.11674553155899048
700,190,"[0.6298882657591879, 0.6292579480228896, 0.6407530880501466, 0.63954325417883, 0.6382763492627883, 0.640471848551605, 0.639698202649919, 0.6355974766913408, 0.639566516732853, 0.6327902057045721, 0.6247580328506628, 0.6450061535414138, 0.6416449902423361, 0.6281063155257512, 0.6301850162547076, 0.6315244368705074, 0.6329836773806848, 0.6357192224357232, 0.6245775008867918, 0.6489687394526966]","[1.3654328172737555, 1.3492142765809545, 1.3657500050028397, 1.358617315786698, 1.3735101170643724, 1.3734093173091357, 1.364755456355462, 1.3530638363162624, 1.3660767211642555, 1.3601611687060886, 1.3602433134486227, 1.3473320723141327, 1.3732440349917845, 1.4037760127971532, 1.3732942691254535, 1.3766712983593798, 1.3686199133359984, 1.3717148745379053, 1.377075280500295, 1.367720225681102]",0.12053204774856567
700,195,"[0.6374890696202092, 0.6340825916059317, 0.6292446043078643, 0.6277513289833961, 0.6378566162994109, 0.6497481481946046, 0.6311122062196084, 0.6230364966661078, 0.6286749712750559, 0.6363325675489495, 0.634662419748813, 0.6183494717762935, 0.639386255091926, 0.6267821067147723, 0.6402805044697976, 0.621154264275165, 0.6266073584504978, 0.626922274322304, 0.6311298578424508, 0.6424743542071861]","[1.3728781842178548, 1.3762786310404516, 1.356128892387888, 1.3853348963012098, 1.359867612966028, 1.3638654569550206, 1.3856486212871049, 1.3551755036830206, 1.3713028817930428, 1.3633733516597877, 1.3643962213450602, 1.3617624944297855, 1.3669679815225257, 1.3780419712862915, 1.3859386967903295, 1.3664799646890797, 1.3541047227504859, 1.3646126005058767, 1.3631268710034887, 1.3722946407671663]",0.14449138641357423
700,200,"[0.6374469225547672, 0.6315800451082121, 0.6335292932310356, 0.6365601397644501, 0.6447672711009821, 0.6203989426198031, 0.6421492224204797, 0.61648551832269, 0.6446361964790776, 0.6488271180958789, 0.631961920543544, 0.6363283119535479, 0.6322634524500453, 0.6313296974191231, 0.6333206495239713, 0.6320770955551794, 0.6387987962669759, 0.6403736848549656, 0.6302028052103216, 0.6366434398502534]","[1.3584859172803248, 1.3614705974511243, 1.3425954061236942, 1.362603362263381, 1.3830759940400017, 1.3741310899125718, 1.3865957528546007, 1.3635005250998107, 1.3818753183493118, 1.3772464919220124, 1.3460106850137514, 1.3393434471927435, 1.3731437450240958, 1.3548139308012181, 1.3587400817645072, 1.3665850699631459, 1.3599054872294487, 1.3387099562485816, 1.3534079626196853, 1.3775910496085042]",0.12842981815338134
700,205,"[0.6352685136919993, 0.6434146227863354, 0.61697741682544, 0.6289899383168954, 0.6242987100654714, 0.6266441134986822, 0.6253532319482784, 0.6363085202397928, 0.6266755363757327, 0.6259634707879629, 0.6267609748271856, 0.6375551995943207, 0.6504771791476751, 0.6285589235979516, 0.640638031705813, 0.6321492580732008, 0.6334345204957894, 0.6374449801906339, 0.6272537222053157, 0.6457357374013306]","[1.3852597635820154, 1.3817370998502032, 1.3625276201175582, 1.3690927352795914, 1.3574658031399691, 1.3855834345259088, 1.354878092963773, 1.3782907613808464, 1.370046369699238, 1.3759981436779853, 1.3615639880133423, 1.393424605205706, 1.3731386019248077, 1.3857412422041409, 1.3681361980206244, 1.3597005364774934, 1.3600653526265947, 1.3478863100198746, 1.3924833344099279, 1.3518492070864554]",0.11889734268188476
700,210,"[0.6364975989583783, 0.6479632147308149, 0.626021609456506, 0.6306404520372527, 0.6455202580871375, 0.6468068812931969, 0.6331130996498361, 0.6384066625810705, 0.6215674919420446, 0.6422963298810788, 0.6290484486034422, 0.6139498032248859, 0.6294733100194767, 0.6338268995539147, 0.6489609771197448, 0.6417903375986913, 0.636810438669782, 0.6315536611776509, 0.6307562627714212, 0.636969778461034]","[1.3481715523786422, 1.3604415033412909, 1.3631322688874759, 1.360643904877663, 1.3897399647176751, 1.364126125438561, 1.3570667490406667, 1.3606053118864203, 1.3697243958108765, 1.3646550315190307, 1.361011596736927, 1.374431669291334, 1.3445485418685164, 1.370117707501929, 1.3809863550316352, 1.3728537378004242, 1.372662539787847, 1.368472490042218, 1.3767676450510977, 1.3786404013182647]",0.11665397882461548
700,215,"[0.6316756208088379, 0.6264192166825057, 0.6414377708917566, 0.6272782519005757, 0.6309944713426069, 0.6384183768848801, 0.625191190020616, 0.6238452111247526, 0.6520726944423879, 0.6187323347694185, 0.6265268346188355, 0.616899360801854, 0.6464731272727036, 0.6238649501981861, 0.6325171829338548, 0.6250326693866417, 0.6439568605312979, 0.6287339339797705, 0.6339825007686405, 0.6427388782214716]","[1.3711013376151988, 1.3583597470937754, 1.385217931183416, 1.3747354648531944, 1.37218181192336, 1.3564179551928646, 1.3662889142967, 1.3764699327664185, 1.3775953125628357, 1.3424221423985936, 1.368885936742458, 1.360959714882487, 1.3664080297244243, 1.3465494636140638, 1.361361165324576, 1.3494261376626246, 1.3571592405956934, 1.3708354910838632, 1.3618474041883963, 1.3784740874916788]",0.11862410306930542
