m,s,min_svd_list,max_svd_list,avg_time
500,50,"[0.5603231000705796, 0.5610875153163078, 0.5603353007305769, 0.5777307812156236, 0.5605350268366303, 0.541456236658515, 0.5608237869487578, 0.5554942059534471, 0.5750098104915994, 0.5810370699972774, 0.5375903851893812, 0.5667508421739248, 0.5628286170705057, 0.5711496618279454, 0.5597303855520134, 0.5668766056367878, 0.5851711215546894, 0.5654480322377399, 0.5761629139163124, 0.5696318774769896]","[1.4314722465966967, 1.408251388575715, 1.4313524181797441, 1.4373760617118536, 1.4537393269150205, 1.4150650543021852, 1.428773115168082, 1.4227458464958287, 1.4297680989671222, 1.4409978792291276, 1.4373936476762728, 1.4429744426859192, 1.4273951211462579, 1.434354204401753, 1.4209843260947324, 1.445049691882577, 1.4258921431078648, 1.3997866759397897, 1.4412006725894437, 1.434665462440568]",0.07767388820648194
500,55,"[0.5464498808100476, 0.5577063837370156, 0.5642397487943779, 0.5691934617957608, 0.5650541691619904, 0.5352554939606929, 0.5649848150910599, 0.5537632166196709, 0.571111587105176, 0.55059880841447, 0.5783908181327828, 0.5604286580200584, 0.5750213768840926, 0.5629477882226198, 0.5750272476924266, 0.5517775179887722, 0.5605115566996965, 0.5817826457279673, 0.5599815599644025, 0.5686560286659886]","[1.4369246269419036, 1.4160032045181423, 1.4331573981123114, 1.43036577409721, 1.4358503600175039, 1.4219831327370431, 1.429693355914774, 1.4161635754608408, 1.4454615092017444, 1.432824667670155, 1.4305886440388793, 1.430125740599129, 1.4356743134249583, 1.4071198543069035, 1.413600848531318, 1.4361016301642964, 1.4462432363119535, 1.4166872579834418, 1.4310338417607504, 1.440103369169244]",0.07920248508453369
500,60,"[0.5515010735046826, 0.5627112591238487, 0.569272555293061, 0.547189537556863, 0.5581448884512401, 0.5725872308368325, 0.5759928103993798, 0.5542441820018786, 0.566469058140662, 0.5816869092937255, 0.5628422986693848, 0.5802588381250189, 0.5535461379344332, 0.543341123176558, 0.5523442913179631, 0.5680668018225463, 0.5826620644533348, 0.5713053698594237, 0.5693404123177618, 0.553453122100084]","[1.4338979009760107, 1.431704009115238, 1.4216799656844399, 1.4306289235943352, 1.4367231806713134, 1.4499148169318516, 1.4225107571631523, 1.4213562360797578, 1.4291934911259454, 1.4118620255294572, 1.44516169303953, 1.4272946224163434, 1.4349782975553713, 1.4275648737224964, 1.4176238945143849, 1.441615073369626, 1.4239003284952911, 1.4542498117919964, 1.4343186249716309, 1.4224145369408026]",0.08425480127334595
500,65,"[0.5591959150207457, 0.5238782624910231, 0.5540153850359931, 0.5482468446674847, 0.5693812130524754, 0.574325302194682, 0.5661638146371848, 0.5603203791572114, 0.5672606994377052, 0.5570011433848729, 0.5763184323605327, 0.55796226736475, 0.5650614844474118, 0.5753817348062378, 0.563098913447196, 0.5748319087873961, 0.576812857787492, 0.5623132154766081, 0.5666401293016783, 0.5666255712921812]","[1.425402990342448, 1.4259696201112815, 1.399753778656052, 1.4513947863188053, 1.436372468078812, 1.440285982568624, 1.4500871052227693, 1.4238100344477336, 1.4469780157175571, 1.4272331819344133, 1.4498877024620744, 1.4271260334550002, 1.481765323343018, 1.4402343139578513, 1.3944994827981267, 1.4136947690793964, 1.4264636532896473, 1.4532520990365536, 1.4158705441842627, 1.4148833270451049]",0.08140789270401001
500,70,"[0.5812091490605653, 0.5543410876995706, 0.5611724303978419, 0.5629501893915579, 0.5717227430128513, 0.582904034146323, 0.5524642342587994, 0.5687115222540143, 0.5565627150290239, 0.5634417100825876, 0.5554763843631945, 0.5709999338619345, 0.5681925743026748, 0.5527692606747937, 0.5667667283357988, 0.5618706701259625, 0.5755664192162675, 0.5659919456119769, 0.5680385939034984, 0.5749297239795975]","[1.4433880064254971, 1.4339142880797067, 1.4577022523086671, 1.4328488875183072, 1.4632355962437393, 1.422612370971846, 1.421140814094056, 1.4350254928487631, 1.4045009628818816, 1.4251404573791377, 1.406245877729595, 1.4368147123945971, 1.402604280370083, 1.4463996486324497, 1.4478257973040005, 1.4514922877439005, 1.429338112274835, 1.4090063864004791, 1.4344450708996055, 1.4814335401861298]",0.08439704179763793
500,75,"[0.5530708040683348, 0.5492618492178307, 0.5562071795343602, 0.5612712132115643, 0.5403395178761944, 0.5436457637772147, 0.5759593902271265, 0.5799179149432263, 0.584288874782094, 0.5653084981219281, 0.5514665329248541, 0.5723258862912256, 0.5733058785880181, 0.5671138877082774, 0.5592237877617839, 0.5665499199505619, 0.5694896121498697, 0.577581008931826, 0.5586372627739508, 0.5640332133977222]","[1.4334181398377819, 1.4233008178353814, 1.423915634630439, 1.4293473337612332, 1.4307101202759422, 1.4159926170930965, 1.4247388942742676, 1.4125235360497546, 1.438501051155561, 1.415320687436423, 1.4256815810627659, 1.4488208274169136, 1.4322283025307572, 1.427162895221761, 1.4491984948081582, 1.4186994509305106, 1.4251741152778354, 1.4572748565369023, 1.454466728139804, 1.4301873799203733]",0.0833023190498352
500,80,"[0.5561746812845644, 0.5594103491230968, 0.5564544175045235, 0.5537078955160136, 0.5643601254419253, 0.5528820568795852, 0.5554252162769978, 0.5401001486318332, 0.5574188853101741, 0.5781806297518353, 0.5684443934526963, 0.5867000545990497, 0.5657783704413429, 0.5710904742494864, 0.578676758782995, 0.5668357433562826, 0.5728251310179036, 0.5700816552176802, 0.5733828442883591, 0.5717396062753765]","[1.4516128718726362, 1.4065737799261155, 1.4105885241844627, 1.3967849904536735, 1.4436824573674436, 1.4195025976092983, 1.406506276877749, 1.4095155709637357, 1.434375401456735, 1.4307002557943445, 1.4253860440983963, 1.4299251354344715, 1.416087455036713, 1.4321549591998868, 1.4486486435426489, 1.4266365571492738, 1.4379094503948306, 1.4484332148642427, 1.450111900167629, 1.4365389201203764]",0.08808261156082153
500,85,"[0.5792069574774157, 0.5693507973134646, 0.5691192117339899, 0.5693619552033583, 0.5650536744672349, 0.5444805753276236, 0.5745839326876389, 0.5693234728054434, 0.5740611818386346, 0.5625935472533184, 0.5747373359675333, 0.5562198063038346, 0.5801218035913764, 0.5826533363805358, 0.576453825295687, 0.562998760054635, 0.5724536842648265, 0.5666301385111202, 0.5599834714535659, 0.5676991909583521]","[1.4284098768125757, 1.3942014057322496, 1.4316671120406756, 1.4158335484156404, 1.4235243118641265, 1.4336628561844131, 1.4373344958271477, 1.4061976506561242, 1.4527661886154126, 1.4383085292519047, 1.4386185532214575, 1.4127185070201542, 1.4214147137034747, 1.4248501709249204, 1.458010797820776, 1.455832472720928, 1.4074985646736324, 1.4244023442105576, 1.4322661068674702, 1.458445421067062]",0.08354744911193848
500,90,"[0.5728154564841454, 0.5787540013573275, 0.5745328030085662, 0.5836008695511047, 0.5651526708335083, 0.5583238668200627, 0.5671927596240023, 0.5633491296577031, 0.5784400078841142, 0.5601027187526485, 0.5462491058411435, 0.5650214519081688, 0.5599885484450232, 0.5699497245276329, 0.5723323824916294, 0.5746305217122243, 0.5757109868382709, 0.5574254627834379, 0.5805445050119948, 0.5784755938161988]","[1.44175925812354, 1.4430248950044597, 1.4131786962411308, 1.4364106340812994, 1.4431267772763097, 1.4285679399281235, 1.4242212069007634, 1.4030933946103237, 1.4227514308121418, 1.4220542177114028, 1.4269224341701932, 1.4190684417245187, 1.4452556068151754, 1.4313560728144439, 1.4328727548084648, 1.4218116055861119, 1.423279052986683, 1.4425211389823844, 1.43691728647852, 1.4546178160513596]",0.08311977386474609
500,95,"[0.5654696582330759, 0.5620070782756389, 0.5766630334147466, 0.5689198895126493, 0.5755091263390568, 0.5629343069979194, 0.5465437127531021, 0.5661656266236874, 0.571229600207017, 0.5592563080115817, 0.552846646827938, 0.5469848119745854, 0.565955230721018, 0.5878554280999061, 0.5479366101772327, 0.5500148175015475, 0.5520811276348313, 0.5681618200765455, 0.5559314205680544, 0.5744312958165438]","[1.4088385437675315, 1.438040527625872, 1.4490929609955723, 1.4163999325066852, 1.4273740668606738, 1.4235386443336417, 1.4246475927154478, 1.4241666874079812, 1.4491570628898882, 1.4276368649963669, 1.4099287114981562, 1.434066525947805, 1.4195793033625823, 1.4270096885012744, 1.45086887379578, 1.426263135126352, 1.4039067990680298, 1.40441699361065, 1.461432817984205, 1.4331012522477742]",0.08688254356384277
500,100,"[0.5624186622451939, 0.547448009969783, 0.5796759976787843, 0.5574352491255822, 0.5568622526338466, 0.5715065678999267, 0.562203309539707, 0.5546754874518084, 0.5660337546416127, 0.5651423830219231, 0.5660316051831978, 0.5864795360044455, 0.5667345249687449, 0.5620641573253632, 0.5508105851309829, 0.5711642530955157, 0.5670950349689017, 0.5667998571549098, 0.573598841681788, 0.5665227195122864]","[1.4255189680982494, 1.4448032494952612, 1.4054643021529147, 1.4357800140825394, 1.424094525318385, 1.4279338039825749, 1.4335208778362178, 1.4341918970064762, 1.4169747436503284, 1.4322649137283163, 1.400037654984876, 1.4432602843106879, 1.4183727632894338, 1.4298815857803953, 1.426932857714452, 1.432160049909903, 1.4266833616702856, 1.4383358790895475, 1.4367466863331186, 1.446003214661877]",0.09580146074295044
500,105,"[0.5709663295775792, 0.5629996162035554, 0.5648265266334657, 0.5563969668088183, 0.5582277045704684, 0.5597661228697159, 0.5563577886377284, 0.5878977810284924, 0.5866871589364994, 0.5640394379539285, 0.5474478119890926, 0.5609853497733367, 0.5655039870183055, 0.5666933880266295, 0.5528806895090154, 0.5422405538721657, 0.5704201841048331, 0.5731769610102188, 0.5706819862773499, 0.5797612341940503]","[1.4393351098252523, 1.4133078132059729, 1.4540345551481262, 1.4507965807068677, 1.4282924516922963, 1.4233512106555317, 1.4254493709008664, 1.4335733329895775, 1.441168566682775, 1.4414601188933343, 1.4162741380791404, 1.4448231847947068, 1.4369302362956151, 1.4320816140583368, 1.450187777058016, 1.4567545270001045, 1.4626702884447202, 1.426666581316537, 1.445283170939903, 1.4287577021225328]",0.08756473064422607
500,110,"[0.5737981589956416, 0.5661069060855953, 0.5724209986147772, 0.5640287421583572, 0.557572245761224, 0.57586356735588, 0.565511494276937, 0.5324705824906992, 0.5574925275890283, 0.5777306742314559, 0.5841836339600596, 0.5713037527901593, 0.5667631147724216, 0.5595913529414263, 0.5780941429825717, 0.5474567153473316, 0.5690225589532061, 0.5722546773726841, 0.580076573527924, 0.5685170799295681]","[1.4057363374596201, 1.4367786017831676, 1.4284985656131526, 1.4273638856604158, 1.451933502255771, 1.4128641676526907, 1.4172218839744766, 1.433685241891437, 1.435254110460802, 1.4559292570398001, 1.4539987821332299, 1.4307703794617477, 1.4338258679553546, 1.4296194952855865, 1.4319812428454224, 1.434400590618528, 1.462342931100853, 1.4417824846041316, 1.4336790997594877, 1.4373660519499967]",0.08836066722869873
500,115,"[0.5565239630245018, 0.5683210054921746, 0.5707308208849577, 0.5561675278399919, 0.5531218028085367, 0.570061622436509, 0.5766240075538486, 0.5695047762330882, 0.5633201927817773, 0.5649051255256383, 0.5745562186876217, 0.5712429016790024, 0.5642336129036623, 0.5836224472751937, 0.5665360651407738, 0.5577307396739312, 0.5694262310184699, 0.5654950325947978, 0.5689358151990281, 0.5706327228981668]","[1.467775145302341, 1.43382865238861, 1.4421049377744128, 1.4203703019819, 1.4305261016093673, 1.4541089089380788, 1.4132566254404393, 1.4495047872639568, 1.438465263483618, 1.4325653360745931, 1.4126133659670834, 1.4124313163379723, 1.4187570902301065, 1.4349156209980736, 1.4179434200965653, 1.4478765672494935, 1.4205886254957065, 1.4525861923859935, 1.4251520040211099, 1.430406708894973]",0.09473825693130493
500,120,"[0.5651711405858164, 0.5741810924302324, 0.5722735666840435, 0.5574368061858925, 0.5678705564394559, 0.5724616020680428, 0.5496131973166514, 0.5640705061942919, 0.5374099332850153, 0.5737249783108156, 0.5568913842244564, 0.5677626474865815, 0.5675956554119693, 0.5714604253274775, 0.5572645028673874, 0.5710136207293223, 0.5741387070569339, 0.5408058830323687, 0.5460946310587635, 0.5639459291996199]","[1.4175615748532548, 1.4387224198931379, 1.43186481924558, 1.4265111886661852, 1.4089067546686542, 1.4262406152601734, 1.4217991691934042, 1.436591741867189, 1.4232157059754682, 1.4165860245904416, 1.4458354675357648, 1.432066863969993, 1.44193810064348, 1.4489501602863544, 1.4316493673163357, 1.435961171760741, 1.4462156898104996, 1.4445440871830595, 1.4147599997828917, 1.4405821481010632]",0.09352883100509643
500,125,"[0.5614956932559295, 0.5635046477437659, 0.5486409390280672, 0.5772835207175266, 0.5639537574354068, 0.5407273497097858, 0.584484082586165, 0.5445565831784468, 0.5590807112333963, 0.5650871987215953, 0.5768540120971474, 0.5545711868123101, 0.5571965605276987, 0.5508369071776418, 0.5707520148619893, 0.567497725506916, 0.5840997631436751, 0.562324994368154, 0.5719822466167349, 0.5591155125688884]","[1.4433100192582187, 1.4197614630354014, 1.4353447365286425, 1.432549947277353, 1.4382669876969525, 1.4188679537234583, 1.4265961568075585, 1.4215718358866447, 1.4436933421692788, 1.4302668660362166, 1.4051808121241625, 1.4444363936692877, 1.4253080682721617, 1.4177967429753222, 1.427645282621034, 1.4297226630839417, 1.4380301745705462, 1.4405026997382564, 1.4310376450436884, 1.4242946867860717]",0.091788911819458
500,130,"[0.554243324387417, 0.5599661860558535, 0.5628254280190328, 0.5673272517964966, 0.5640685404872029, 0.5600813520203348, 0.5433711938836246, 0.5559346536375143, 0.577455122566158, 0.5636923346429493, 0.5713211734104939, 0.569893379030698, 0.5619160763185017, 0.5778134960579362, 0.5695913295501145, 0.5735755216069931, 0.5671189595880038, 0.5648814671432039, 0.558441410986073, 0.5688260083519523]","[1.4310329976027547, 1.4485494950369344, 1.4293065457532266, 1.4235884338999967, 1.4290859744100923, 1.4194206012522563, 1.4233181923659959, 1.4107854480791864, 1.4172623742934558, 1.4311948087945843, 1.4230111623207442, 1.4224079303181947, 1.4034379093637193, 1.4198473012960433, 1.4327319360666975, 1.400363221967809, 1.4170911788661464, 1.416429359136589, 1.4082886351264636, 1.4709804643838127]",0.09481799602508545
500,135,"[0.5645106692483768, 0.5637801885968684, 0.5573140407794419, 0.5739777619946813, 0.5761600745790905, 0.5734437556982216, 0.5581173356501706, 0.561915184633472, 0.5778453733541814, 0.5571684384929326, 0.5728880753503527, 0.5677140442782003, 0.5793537609459687, 0.5685092046734997, 0.5550391959285612, 0.5524932080227946, 0.566250524611261, 0.5676539425314006, 0.5846729442096265, 0.5752441753969484]","[1.4133416996382338, 1.4510849880305163, 1.4392905268046754, 1.4436861486902137, 1.4163578800395231, 1.4083913619174764, 1.4275821411390242, 1.4336043133052832, 1.45267494241826, 1.4397630800949226, 1.4152751311005032, 1.4196923711813927, 1.4332117240527718, 1.4458881232875331, 1.4268262951828403, 1.4324702128080393, 1.4463936016248795, 1.4224306035953367, 1.461691307091397, 1.4194351530641907]",0.09430447816848755
500,140,"[0.5667358789187124, 0.5478508425451479, 0.5354664843486022, 0.5640404912044578, 0.5759183124630626, 0.555148924469414, 0.5670270703317357, 0.5567180052460905, 0.5591125336708107, 0.5589274448946109, 0.581990733919385, 0.5668502560129907, 0.563504628680411, 0.5418908504562705, 0.5520400291164711, 0.5771620014748545, 0.5680867939032903, 0.5724135659416522, 0.5689064074480563, 0.5536017842839255]","[1.4081709776179923, 1.4559485192100612, 1.4207720171531257, 1.4171266543624448, 1.4253356509030763, 1.4389999165542968, 1.4462379222786124, 1.4063908998532897, 1.4367900565003555, 1.419256598565953, 1.4424968168846855, 1.4187229841042375, 1.4233024604032452, 1.450273532123348, 1.4228110956776772, 1.4285117153564146, 1.414627794798206, 1.4296888750152572, 1.451832824693525, 1.4439322252895184]",0.09559320211410523
500,145,"[0.5595594964798517, 0.557871812471171, 0.572024574535455, 0.5562931546052177, 0.5609970323888035, 0.5798869162241912, 0.571681739288583, 0.5573055722635858, 0.5796040154893037, 0.5770083510518529, 0.5773446490599571, 0.5708284768099857, 0.5722469420927372, 0.5706511361037886, 0.5489339055539388, 0.5531872584039527, 0.5639151604053001, 0.559715965939366, 0.5540370373864282, 0.5560049557787369]","[1.4367335046346552, 1.4350439720977284, 1.4294033946775193, 1.4198514265659814, 1.4276747239791057, 1.4470312985945406, 1.4567633649331466, 1.4493414487229401, 1.4328565906549584, 1.4205221128314534, 1.4205029310191513, 1.4217135172459934, 1.4343315721663772, 1.4164546569261007, 1.4357267879856446, 1.4348914805634267, 1.4222716163348001, 1.4357679743162204, 1.4222184397899706, 1.4474451548674354]",0.09941457509994507
500,150,"[0.5579806692838517, 0.5514811850224584, 0.5577276097277085, 0.5686302109270973, 0.568564931599766, 0.5677425063046565, 0.5646963737841816, 0.5551895655535983, 0.5631238048182792, 0.5673645446779594, 0.5377346494099092, 0.5455438640466562, 0.5758585879289452, 0.5720421285275492, 0.5463120901565602, 0.5629218972598963, 0.5589441764147286, 0.5532484898617223, 0.5380581297480802, 0.5654923569431556]","[1.4376056359745852, 1.438750962977997, 1.4397454922157487, 1.442111091582924, 1.4570605497634819, 1.4202125042052798, 1.4480705836612475, 1.460346224445828, 1.4442619246199515, 1.424275464837019, 1.4467549608749812, 1.424267550339055, 1.4425007980268758, 1.4066966658664923, 1.4493486829032887, 1.428017986267704, 1.4230474243078204, 1.4205467651520518, 1.4590724258923895, 1.4438133491389091]",0.11100269556045532
